age,job,education,balance,duration,campaign,approval
48.0,4,2,1167,264.0,1,1
50.0,0,1,231,397.0,2,0
40.0,1,0,1136,86.0,1,0
42.0,2,2,233,446.0,1,0
59.0,0,1,817,304.0,1,0
27.0,1,0,1128,88.0,4,0
32.0,4,2,1831,86.0,2,0
35.0,9,1,450,63.0,1,0
28.0,7,1,0,335.0,2,0
37.0,4,1,414,293.0,2,0
57.0,4,0,1052,227.0,4,0
42.0,0,1,1022,146.0,2,0
55.0,0,0,343,276.0,3,0
52.0,4,2,1944,238.0,3,0
26.0,1,1,-32,14.0,6,0
52.0,9,1,1781,144.0,2,0
26.0,4,2,350,367.0,1,0
33.0,10,1,2,132.0,1,0
24.0,1,0,111,42.0,4,0
37.0,4,2,168,227.0,1,0
28.0,9,1,3,40.0,8,0
30.0,9,1,102,614.0,2,0
33.0,1,0,0,270.0,1,0
55.0,11,0,159,15.0,1,0
33.0,1,1,1134,304.0,2,0
42.0,1,1,352,79.0,3,0
37.0,4,2,865,101.0,1,0
59.0,1,0,179,55.0,3,0
27.0,1,1,5,205.0,3,0
23.0,8,2,-230,259.0,2,0
51.0,4,2,0,60.0,2,0
50.0,1,0,3924,122.0,2,0
43.0,9,1,764,557.0,5,0
37.0,1,0,511,42.0,1,0
34.0,4,2,4348,373.0,8,0
41.0,4,2,3016,80.0,3,0
26.0,8,1,279,239.0,3,0
49.0,4,2,1405,29.0,1,0
29.0,1,1,908,1663.0,1,1
30.0,4,2,162,186.0,4,0
38.0,7,1,792,430.0,1,0
58.0,4,1,111,58.0,2,0
34.0,8,3,1281,279.0,1,0
53.0,7,3,1012,332.0,2,0
50.0,4,2,2881,510.0,2,0
30.0,1,1,445,218.0,1,0
40.0,4,1,643,74.0,2,0
57.0,3,1,254,676.0,1,0
40.0,4,2,-1212,1259.0,2,0
41.0,9,1,2125,285.0,3,0
53.0,9,3,629,298.0,1,0
48.0,1,1,-202,225.0,4,0
32.0,9,1,271,80.0,2,0
34.0,4,2,703,342.0,1,1
46.0,1,1,-216,404.0,3,0
45.0,7,1,88,332.0,1,0
51.0,0,2,16,158.0,1,0
31.0,4,1,466,164.0,1,0
47.0,9,1,-75,57.0,1,0
32.0,1,1,456,121.0,1,0
41.0,9,1,77,56.0,1,0
37.0,7,1,-244,178.0,1,0
27.0,1,0,1209,283.0,1,0
27.0,7,1,58,113.0,1,0
50.0,4,1,421,22.0,5,0
31.0,4,2,112,159.0,2,0
40.0,6,2,13669,138.0,1,0
43.0,4,2,1429,1015.0,1,1
39.0,9,2,794,182.0,1,0
31.0,2,2,1957,112.0,3,0
48.0,9,1,454,114.0,1,0
32.0,1,0,882,80.0,8,0
47.0,10,0,168,66.0,1,0
35.0,4,2,714,135.0,22,0
42.0,4,2,0,99.0,1,0
47.0,1,1,1996,761.0,2,1
59.0,5,1,163,464.0,1,0
38.0,0,1,3190,20.0,2,0
50.0,10,1,1772,206.0,4,0
27.0,7,1,-151,283.0,2,0
55.0,3,0,16,64.0,1,0
39.0,7,1,7066,667.0,3,1
31.0,9,2,454,73.0,3,0
37.0,2,2,4798,156.0,2,0
28.0,9,1,-298,559.0,7,0
42.0,9,1,439,143.0,2,0
40.0,7,1,1927,62.0,1,0
59.0,4,1,671,219.0,2,0
40.0,7,1,65,15.0,3,0
43.0,9,1,-932,567.0,1,0
38.0,9,1,4366,188.0,2,0
54.0,5,0,0,159.0,2,0
41.0,1,1,4900,121.0,2,0
55.0,3,0,976,345.0,1,1
33.0,4,2,148,717.0,1,0
46.0,1,1,5,71.0,3,0
36.0,4,1,-148,1440000.0,2,0
48.0,9,2,113,38.0,1,0
42.0,4,1,-105,60.0,2,0
46.0,4,2,624,336.0,2,1
49.0,9,1,-1680,92.0,4,0
36.0,1,1,-461,254.0,2,0
34.0,9,2,144,104.0,1,0
51.0,2,2,4,74.0,5,0
58.0,1,0,309,156.0,2,0
48.0,4,2,866,146.0,2,0
41.0,0,1,1020,882.0,1,1
49.0,6,0,489,84.0,4,0
43.0,4,0,8167,114.0,2,0
32.0,1,1,-255,957.0,3,0
54.0,5,1,3671,67.0,3,0
33.0,1,0,636,211.0,11,0
35.0,9,1,141,299.0,2,0
56.0,9,1,150,102.0,6,0
57.0,9,1,839,225.0,1,0
31.0,3,0,26965,654.0,2,1
33.0,9,1,716,234.0,2,0
29.0,9,2,2485,48.0,6,0
38.0,4,2,15030,167.0,1,0
37.0,0,1,11303,500.0,2,0
33.0,2,2,595,22.0,2,0
30.0,4,2,19358,258.0,2,0
31.0,6,1,203,177.0,1,0
28.0,9,2,183,62.0,2,0
26.0,0,1,255,457008.0,1,1
31.0,9,1,102,460.0,2,0
50.0,3,0,94,184.0,4,0
45.0,2,0,58,119.0,3,0
48.0,4,0,606,77.0,6,0
41.0,9,1,0,107.0,1,0
60.0,9,0,65,1028.0,2,1
41.0,1,1,338,87.0,1,0
43.0,1,0,757,315.0,4,0
36.0,4,2,9269,107.0,2,0
40.0,1,0,1206,201.0,5,0
28.0,4,2,882,94.0,1,0
27.0,8,2,5291,192.0,2,1
49.0,4,1,61,185.0,2,0
37.0,9,2,0,77.0,1,0
31.0,1,1,1407,142.0,3,0
31.0,9,1,25,381.0,1,0
31.0,1,1,1354,222.0,2,0
35.0,1,0,793,106.0,1,0
51.0,1,3,10287,117.0,1,0
33.0,9,1,5235,67.0,3,0
30.0,9,2,3,45.0,2,0
58.0,9,1,409,643.0,2,0
34.0,0,2,35,76.0,1,0
45.0,4,2,-459,508.0,6,0
28.0,7,1,198,128.0,2,1
31.0,1,0,99,193.0,2,0
40.0,4,2,60,172.0,6,0
30.0,7,1,3485,142.0,2,0
34.0,2,1,-139,492.0,2,0
40.0,1,1,952,140.0,1,0
59.0,5,0,1427,140.0,2,0
43.0,9,2,1017,257.0,2,0
41.0,4,2,-29,41.0,2,0
33.0,9,1,9,91.0,2,0
33.0,4,1,4040,132.0,2,0
36.0,1,1,13,284.0,1,0
32.0,6,1,1259,184.0,2,0
25.0,0,1,18,225.0,1,0
25.0,1,1,-76,241.0,3,0
38.0,9,2,221,79.0,3,0
34.0,4,2,136,156.0,1,0
67.0,1,1,16353,223.0,2,0
32.0,1,1,-63,198.0,1,0
45.0,3,0,7353,536.0,2,0
33.0,1,0,511,304.0,2,0
38.0,0,0,3913,196.0,2,0
32.0,9,1,1097,298.0,2,0
54.0,5,2,6102,86.0,6,0
51.0,0,1,340,186.0,1,0
42.0,1,0,-119,167.0,3,0
41.0,0,1,2993,24.0,12,0
39.0,4,2,3575,74.0,3,0
38.0,1,1,361,601.0,1,0
39.0,4,1,1072,1168.0,2,0
46.0,1,0,2904,277.0,2,0
50.0,2,2,1790,748.0,3,0
33.0,1,1,86,364.0,1,0
37.0,9,1,1633,229.0,3,0
31.0,4,2,8312,43.0,13,0
34.0,1,3,172,177.0,1,1
34.0,4,2,0,262.0,1,1
36.0,4,2,222,317.0,1,0
40.0,9,1,109,402.0,22,0
40.0,1,1,1451,314.0,1,1
41.0,9,1,1066,109.0,3,1
52.0,4,2,3163,56.0,6,0
40.0,7,1,888,169.0,2,0
48.0,1,3,428,127.0,1,0
33.0,4,1,106,175.0,3,0
44.0,9,1,0,56.0,2,0
55.0,4,2,979,123.0,1,0
51.0,0,1,2662,148.0,2,0
34.0,4,2,84,231.0,1,0
58.0,5,3,5920,255.0,1,0
39.0,4,2,816,37.0,3,0
27.0,10,1,3276,106.0,1,0
55.0,4,3,2,95.0,1,0
35.0,9,1,-51,134.0,2,0
37.0,9,2,3315,820.0,2,0
52.0,9,1,196,116.0,1,0
41.0,1,1,552,463.0,1,0
52.0,0,1,2347,603.0,3,0
34.0,1,1,3723,47.0,5,0
53.0,4,0,255,126.0,1,0
33.0,4,2,3143,421.0,2,1
47.0,6,1,0,174.0,8,0
35.0,1,1,6411,144.0,1,0
33.0,4,2,1909,191.0,2,0
55.0,1,0,3873,222.0,1,0
58.0,6,0,1013,206.0,1,1
44.0,0,1,262,74.0,1,0
25.0,7,1,3217,24.0,1,0
37.0,9,1,5436,7.0,11,0
41.0,1,0,2067,493.0,7,0
34.0,1,1,215,350.0,3,1
36.0,7,1,1594,250.0,3,0
44.0,6,2,134,86.0,4,0
34.0,2,2,262,371.0,1,0
56.0,1,0,3021,419.0,2,0
43.0,4,2,388,2087.0,2,1
28.0,1,1,3412,22.0,4,0
54.0,1,1,1291,266.0,1,0
37.0,9,1,79,191.0,1,0
59.0,6,2,2013,222.0,4,1
58.0,1,1,543,264.0,3,0
56.0,4,2,1016,184.0,5,0
32.0,1,1,604,95.0,3,0
42.0,4,2,525,127.0,2,0
52.0,5,0,353,395.0,4,0
46.0,4,2,964,174.0,1,0
37.0,0,2,3913,124.0,1,1
39.0,1,0,879,102.0,2,0
31.0,0,1,314,279.0,1,0
59.0,3,0,0,76.0,11,0
38.0,1,1,1370,472.0,2,0
58.0,4,1,37,84.0,11,0
34.0,4,2,673,271.0,1,0
40.0,7,1,-342,754.0,1,0
20.0,8,1,291,172.0,5,0
34.0,9,1,209,375.0,2,0
31.0,9,2,438,130.0,2,0
39.0,0,1,1242,303.0,3,0
34.0,2,2,355,261.0,1,0
24.0,1,1,204,229.0,3,0
41.0,4,2,10758,288.0,1,0
40.0,4,2,5,219.0,3,0
45.0,9,1,410,891.0,4,1
36.0,4,2,605,204.0,1,0
53.0,4,2,4,19.0,6,0
23.0,8,1,8494,158.0,2,0
42.0,2,0,198,314.0,1,0
48.0,1,1,841,215.0,1,0
34.0,4,2,8,169.0,4,0
36.0,0,1,470,101.0,4,0
43.0,5,1,520,15.0,13,0
36.0,1,1,439,260.0,5,0
49.0,1,1,-454,558.0,1,1
55.0,5,1,466,287.0,4,0
53.0,5,1,665,371.0,2,1
42.0,9,1,994,149.0,1,1
45.0,0,1,5346,187.0,1,1
31.0,1,1,1243,32.0,1,0
32.0,0,2,0,138.0,1,0
36.0,1,1,2357,228.0,2,0
56.0,5,1,1044,353.0,2,1
46.0,0,1,1069,45.0,2,0
41.0,3,1,231,76.0,2,0
31.0,0,1,0,144.0,2,0
32.0,9,1,266,168.0,2,0
38.0,4,2,-70,140.0,1,0
49.0,5,0,25824,94.0,1,0
46.0,4,0,538,118.0,3,0
29.0,9,1,534,382.0,1,0
36.0,0,3,2323,111.0,1,0
38.0,0,1,1852,298.0,2,0
53.0,9,1,2647,121.0,1,0
43.0,4,2,2767,317.0,7,0
41.0,4,2,176,42.0,1,0
42.0,4,1,9720,81.0,2,0
55.0,1,1,1613,296.0,1,1
39.0,0,1,2903,259.0,2,0
30.0,0,1,81,121.0,6,0
41.0,1,1,780,432.0,3,0
44.0,10,2,178,126.0,2,0
58.0,4,2,299,120.0,4,0
35.0,5,0,285,136.0,1,0
27.0,1,1,872,1130.0,3,0
34.0,7,1,1337,330.0,2,1
25.0,7,1,72,305.0,2,0
36.0,1,1,0,332.0,3,0
38.0,1,1,-388,412.0,1,0
30.0,0,1,11,157.0,1,0
47.0,1,1,-535,71.0,2,0
41.0,7,1,787,297.0,2,0
36.0,4,2,3343,307.0,1,0
63.0,2,1,3904,250.0,2,1
23.0,4,2,736,119.0,1,0
32.0,4,2,1390,116.0,2,0
57.0,5,0,808,274.0,1,0
48.0,4,2,1147,389.0,1,1
49.0,7,1,1122,143.0,1,0
50.0,9,1,-568,860.0,2,0
33.0,1,0,1165,420.0,2,0
53.0,7,1,-905,213.0,1,0
30.0,10,2,0,756.0,1,0
38.0,9,1,740,259.0,3,0
44.0,4,1,8262,201.0,16,0
39.0,0,1,14,19.0,9,0
45.0,9,3,7108,53.0,1,0
36.0,1,1,1049,224.0,4,1
38.0,1,1,0,57.0,5,0
36.0,3,1,419,251.0,1,0
30.0,4,2,726,39.0,1,0
28.0,9,2,594,54.0,3,0
26.0,10,2,454,28.0,18,0
54.0,11,1,2206,104.0,1,1
38.0,0,2,1988,164.0,2,1
32.0,9,2,0,268.0,2,0
50.0,0,1,202,148.0,1,0
43.0,1,1,667,228.0,3,0
48.0,0,1,112,139.0,5,0
57.0,3,0,50,89.0,3,0
64.0,3,0,768,250.0,2,0
26.0,7,1,74,106.0,6,0
33.0,1,1,661,968.0,1,1
50.0,6,1,3025,168.0,3,0
47.0,6,2,751,408.0,14,0
39.0,4,2,416,56.0,4,0
52.0,7,0,14,55.0,5,0
31.0,1,0,-502,76.0,4,0
50.0,1,0,0,72.0,5,0
47.0,9,1,599,99.0,3,0
30.0,4,2,-218,13.0,15,0
32.0,9,2,1012,178.0,1,0
36.0,9,1,300,287.0,1,0
46.0,9,2,217,141.0,1,0
45.0,4,2,2096,127.0,1,0
37.0,9,1,0,69.0,2,0
58.0,3,0,5278,763.0,4,0
59.0,4,2,1831,122.0,1,0
28.0,4,2,1480,143.0,1,0
48.0,4,2,7289,316.0,3,0
55.0,1,3,1665,89.0,2,0
37.0,1,0,851,151.0,1,0
41.0,4,2,2885,40.0,1,0
35.0,1,1,137,5.0,1,0
34.0,1,1,1239,90.0,1,0
43.0,4,2,146,50.0,1,0
59.0,9,1,1,159.0,2,1
50.0,1,0,-10,369.0,6,0
37.0,9,1,480,344.0,2,1
35.0,9,1,2789,256.0,2,0
50.0,9,1,3897,298.0,1,0
36.0,9,1,487,268.0,3,0
41.0,0,1,5110,231.0,1,0
28.0,4,2,318,4.0,4,0
42.0,9,2,-411,78.0,5,0
60.0,5,1,4820,419.0,1,0
28.0,4,2,4937,421.0,3,0
48.0,2,1,725,105.0,1,0
51.0,2,2,5403,42.0,1,0
32.0,9,2,4089,114.0,7,0
35.0,9,2,188,286.0,2,0
37.0,9,3,189,238.0,1,1
38.0,1,1,2998,91.0,1,0
77.0,5,1,610,766.0,3,0
32.0,4,3,787,92.0,1,0
43.0,9,1,167,211.0,3,0
36.0,4,2,243,160.0,2,0
29.0,4,2,877,166.0,3,0
32.0,0,1,2817,195.0,1,0
41.0,4,2,4567,106.0,1,0
26.0,7,1,127,85.0,3,0
34.0,1,0,176,78.0,1,0
57.0,5,2,0,648.0,1,1
36.0,7,1,1482,177.0,2,0
42.0,1,1,3052,32.0,1,0
35.0,9,1,56,24.0,12,0
52.0,2,0,278,688.0,2,0
36.0,4,2,3875,21.0,5,0
46.0,9,1,-337,112.0,1,0
60.0,4,2,366,593.0,1,1
57.0,3,0,501,59.0,2,0
48.0,4,2,998,121.0,3,0
59.0,6,0,0,97.0,2,0
39.0,4,2,246,86.0,2,0
44.0,1,1,-182,10.0,10,0
27.0,4,2,446,205.0,3,0
59.0,5,1,1173,77.0,2,0
36.0,9,1,5957,138.0,2,0
44.0,0,1,205,289.0,1,1
50.0,0,1,0,86.0,4,0
41.0,4,2,369,9.0,3,0
47.0,0,1,1934,225.0,1,0
32.0,9,2,259,407.0,4,0
38.0,1,1,284,1030.0,6,0
55.0,1,3,23,123.0,2,0
38.0,4,2,1373,119.0,4,0
31.0,4,2,62,175.0,1,0
38.0,1,1,157,299.0,5,0
29.0,10,2,991,563.0,1,0
55.0,7,1,186,241.0,1,0
35.0,10,1,977,52.0,4,0
40.0,6,2,2893,76.0,3,0
34.0,1,1,1897,441.0,1,0
32.0,9,2,5514,319.0,1,1
33.0,1,1,889,13.0,1,0
33.0,4,2,273,803.0,1,1
37.0,0,1,1193,396.0,2,0
58.0,4,2,2729,188.0,1,0
36.0,0,1,0,637.0,1,0
42.0,1,1,230,175.0,7,0
34.0,9,1,2729,945.0,1,0
35.0,4,2,317,162.0,3,0
60.0,3,0,517,1178.0,3,0
50.0,4,2,-470,506.0,2,0
28.0,6,2,4579,409.0,2,1
27.0,1,1,1,116.0,3,0
37.0,4,2,5106,244.0,1,1
31.0,9,2,636,352.0,4,1
34.0,7,1,1076,152.0,1,1
38.0,4,2,126,164.0,2,0
32.0,6,1,-33,234.0,3,0
37.0,9,1,430,154.0,4,0
33.0,0,1,-6,566.0,2,0
71.0,9,2,383,327.0,2,0
27.0,9,1,130,265.0,3,0
38.0,1,0,2569,172.0,1,0
34.0,9,1,201,257.0,2,0
54.0,5,2,0,618.0,1,1
30.0,1,1,6,241.0,3,0
35.0,2,1,475,936.0,4,0
33.0,1,1,706,329.0,1,0
36.0,4,1,1825,24.0,1,0
59.0,6,2,185,177.0,5,0
72.0,1,0,4415,120.0,1,0
64.0,4,2,679,135.0,3,0
53.0,9,1,320,175.0,1,0
35.0,4,2,2988,179.0,1,0
58.0,6,1,1407,58.0,1,0
40.0,9,1,1270,342.0,2,0
41.0,7,1,654,139.0,2,0
48.0,5,0,5173,88.0,8,0
44.0,2,2,3463,210.0,3,0
39.0,1,3,0,731.0,1,0
61.0,4,2,6016,670.0,3,1
36.0,2,0,177,63.0,5,0
28.0,4,2,3694,70.0,2,0
58.0,5,1,1640,72.0,6,0
60.0,0,1,174,241.0,1,0
66.0,0,1,10177,272.0,4,0
36.0,4,2,490,207.0,8,1
49.0,6,1,2576,64.0,6,0
40.0,7,1,0,543.0,2,0
23.0,9,1,598,166.0,1,0
29.0,4,2,15459,245.0,3,0
44.0,1,0,271,94.0,1,0
54.0,11,3,2508,34.0,8,0
47.0,1,0,320,203.0,2,0
33.0,0,2,640,318.0,1,0
30.0,6,1,1772,158.0,4,0
27.0,0,1,15,177.0,1,0
49.0,4,2,2370,56.0,1,0
27.0,7,1,201,172.0,2,0
51.0,1,1,160,136.0,1,0
32.0,0,1,5,82.0,3,0
30.0,1,1,75,123.0,1,0
33.0,0,1,4902,110.0,1,0
27.0,1,0,-79,385.0,5,0
75.0,5,1,1341,415.0,7,1
37.0,7,1,490,73.0,1,0
36.0,9,1,1521,243.0,2,0
37.0,1,1,131,137.0,2,0
35.0,4,2,8,55.0,4,0
32.0,7,1,-632,18.0,5,0
32.0,0,1,116,255.0,2,0
35.0,0,0,189,95.0,1,0
31.0,1,0,2,112.0,1,0
28.0,1,1,4229,205.0,2,0
27.0,7,1,54,97.0,1,0
22.0,8,3,549,154.0,1,0
35.0,1,0,298,135.0,2,0
69.0,5,0,579,230.0,1,0
37.0,2,2,1467,349.0,1,0
45.0,0,1,0,38.0,1,0
47.0,4,2,109,268.0,1,0
52.0,4,2,-11,94.0,4,0
33.0,7,1,90,263.0,2,0
60.0,1,0,493,671.0,4,1
33.0,4,1,1897,197.0,1,0
44.0,0,1,2403,180.0,2,0
38.0,2,1,868,452.0,2,0
54.0,2,1,653,352.0,1,0
32.0,10,0,0,175.0,4,0
33.0,9,1,0,163.0,2,0
55.0,7,1,218,200.0,2,0
51.0,1,0,5050,75.0,7,0
48.0,1,1,741,227.0,1,0
37.0,7,1,1050,586.0,3,0
33.0,7,1,-56,119.0,5,0
30.0,1,0,1,80.0,2,0
43.0,1,0,-98,112.0,2,0
49.0,9,1,4667,130.0,2,0
54.0,10,0,541,237.0,3,0
31.0,10,2,7744,377.0,8,0
54.0,11,3,895,335.0,1,1
36.0,10,1,-129,121.0,3,0
30.0,0,1,0,127.0,5,0
27.0,9,1,158,650.0,2,1
30.0,0,1,122,107.0,1,0
30.0,1,1,673,610.0,2,0
35.0,9,1,0,124.0,4,0
33.0,7,1,411,216.0,1,0
43.0,1,0,-97,747.0,4,0
41.0,1,1,-217,313.0,1,0
41.0,4,2,5037,252.0,9,1
46.0,0,1,2232,121.0,1,1
54.0,1,1,-932,799.0,1,0
32.0,4,2,913,883.0,1,0
30.0,9,2,236,197.0,1,0
40.0,2,0,0,271.0,2,0
30.0,1,0,2581,221.0,2,0
27.0,0,1,639,243.0,3,0
41.0,1,0,849,72.0,1,0
54.0,7,1,386,155.0,2,0
32.0,4,2,1218,70.0,2,0
31.0,4,2,2603,280.0,4,1
42.0,1,1,-921,115.0,2,0
48.0,0,0,607,29.0,2,0
34.0,1,0,79,406.0,2,0
55.0,9,1,61,113.0,3,0
49.0,9,1,1091,47.0,2,0
46.0,4,2,743,36.0,2,0
47.0,2,3,209,135.0,2,0
24.0,4,2,172,67.0,2,0
58.0,2,1,2,684.0,1,0
32.0,4,2,41,686.0,5,1
25.0,8,1,1116,170.0,3,0
49.0,1,1,-55,150.0,3,0
59.0,5,1,5845,1060.0,2,1
30.0,4,2,329,122.0,16,0
46.0,1,1,494,724.0,1,0
42.0,4,3,1519,230.0,1,1
37.0,2,2,2685,187.0,2,0
44.0,1,0,-14,179.0,4,0
49.0,7,1,5673,357.0,3,0
41.0,1,1,1459,82.0,1,0
48.0,9,2,0,176.0,15,0
31.0,4,1,625,424.0,1,0
37.0,8,3,0,115.0,1,0
51.0,7,1,867,177.0,2,0
80.0,5,1,8304,712.0,1,1
32.0,4,2,151,118.0,1,0
48.0,7,0,-583,25.0,7,0
49.0,1,2,1784,753.0,1,0
30.0,4,2,3134,124.0,1,0
27.0,6,1,49,208.0,2,0
34.0,9,1,-346,136.0,4,0
49.0,4,1,1623,1081.0,2,1
48.0,4,2,60,376.0,2,0
40.0,7,1,17,78.0,1,0
38.0,1,1,2008,354.0,1,0
46.0,1,0,91,29.0,1,0
41.0,2,2,171,209.0,1,0
28.0,4,2,1027,433.0,1,0
51.0,7,3,5801,147.0,2,0
33.0,1,0,142,41.0,2,0
26.0,4,2,205,111.0,1,0
34.0,0,1,852,108.0,2,0
27.0,1,1,-584,411.0,2,0
42.0,6,1,97,108.0,2,0
45.0,0,1,204,224.0,2,1
31.0,9,1,628,1083.0,2,0
32.0,4,2,311,757.0,2,1
39.0,1,0,1564,57.0,1,0
26.0,1,1,856,95.0,5,0
40.0,4,2,1509,144.0,2,0
52.0,7,1,-888,135.0,1,0
40.0,9,2,226,176.0,2,0
48.0,9,1,127,524.0,5,0
31.0,7,1,413,65.0,1,0
27.0,0,1,710,653.0,1,1
47.0,9,1,1233,91.0,1,1
28.0,4,1,171,93.0,1,1
40.0,4,2,69,503.0,2,0
34.0,0,1,1499,186.0,1,0
29.0,6,2,751,121.0,2,0
36.0,4,2,61,452.0,2,0
83.0,5,0,425,883.0,1,1
55.0,7,0,2923,104.0,2,0
43.0,4,2,99,24.0,3,0
23.0,8,1,1021,79.0,9,0
44.0,9,2,1146,178.0,2,0
58.0,1,0,781,74.0,2,0
29.0,0,1,1448,217.0,1,0
30.0,4,2,604,475.0,1,0
29.0,0,1,-194,127.0,1,0
41.0,9,1,0,101.0,1,0
35.0,3,0,0,340.0,3,0
31.0,9,1,1014,158.0,4,0
27.0,0,2,73,242.0,1,0
47.0,7,1,2597,323.0,1,0
53.0,6,2,2627,18.0,30,0
34.0,4,2,1906,68.0,3,0
34.0,1,0,-319,134.0,4,0
36.0,4,2,-296,113.0,3,0
40.0,9,1,169,43.0,4,0
37.0,6,2,556,200.0,2,0
65.0,5,3,300,245.0,2,0
53.0,9,1,751,343.0,4,0
28.0,9,1,126,229.0,1,0
33.0,9,2,-386,530.0,1,0
56.0,1,0,379,58.0,5,0
45.0,6,1,706,78.0,2,0
39.0,9,1,9121,147.0,1,0
28.0,4,2,1466,40.0,1,0
36.0,1,0,0,618.0,2,0
41.0,1,0,951,23.0,4,0
46.0,0,1,368,293.0,1,1
41.0,1,1,121,16.0,6,0
59.0,7,1,204,286.0,2,0
24.0,0,1,299,209.0,1,0
34.0,4,2,4170,935.0,1,0
40.0,1,0,-335,260.0,1,0
42.0,0,1,3165,298.0,4,0
50.0,7,1,254,397.0,2,0
25.0,4,2,553,113.0,4,0
51.0,7,1,518,76.0,1,0
50.0,4,2,85,141.0,1,0
37.0,1,3,603,773.0,2,0
21.0,7,1,361,329.0,1,0
52.0,1,1,-98,423.0,1,0
55.0,5,0,4424,67.0,4,0
26.0,9,1,2610,626.0,1,0
38.0,9,2,3234,578.0,2,1
32.0,1,1,687,61.0,1,0
31.0,1,1,631,248.0,4,0
34.0,9,1,341,136.0,1,0
33.0,9,2,316,126.0,3,0
35.0,9,1,2,653.0,3,0
44.0,4,3,415,7.0,7,0
48.0,4,2,507,528.0,1,0
29.0,1,1,912,785.0,1,0
50.0,4,2,0,243.0,5,0
37.0,1,0,37,24.0,2,0
44.0,0,1,2524,82.0,1,0
36.0,10,2,9019,952.0,3,0
49.0,1,3,39,27.0,5,0
31.0,1,1,0,143.0,1,0
49.0,9,1,265,274.0,6,0
35.0,1,1,0,1174.0,1,1
57.0,0,3,4012,915.0,1,0
42.0,1,0,1520,115.0,1,0
36.0,1,1,-140,222.0,2,0
75.0,5,0,852,341.0,1,0
38.0,1,1,578,112.0,2,0
40.0,1,0,0,64.0,2,0
38.0,7,1,2253,937.0,3,1
34.0,4,2,1171,129.0,1,0
29.0,9,2,452,59.0,1,0
28.0,0,1,-97,79.0,1,0
79.0,5,1,4738,151.0,5,0
51.0,0,1,467,83.0,1,0
32.0,8,2,0,101.0,5,0
36.0,4,2,495,157.0,3,1
38.0,2,1,157,57.0,11,0
49.0,6,1,358,176.0,3,0
42.0,7,1,292,222.0,3,0
43.0,1,0,7343,217.0,4,0
34.0,1,1,-563,252.0,1,0
59.0,5,1,351,1063.0,5,1
35.0,11,0,365,41.0,2,0
33.0,1,1,13494,27.0,25,0
34.0,0,1,846,758.0,2,0
64.0,5,1,1574,301.0,3,1
34.0,2,2,-28,574.0,1,0
77.0,5,2,0,847.0,1,1
57.0,5,0,2927,78.0,5,0
30.0,1,1,501,514.0,1,0
56.0,3,0,1238,1558.0,1,1
49.0,11,3,301,789.0,2,0
73.0,5,0,1388,146.0,3,0
39.0,9,1,102,272.0,2,0
57.0,9,0,13,323.0,2,0
32.0,6,1,413,712.0,2,0
32.0,9,2,4665,860.0,2,1
45.0,0,1,638,75.0,9,0
32.0,1,1,101,191.0,4,0
31.0,4,2,1224,1441.0,2,1
49.0,6,1,1103,428.0,2,0
29.0,7,1,3748,322.0,3,0
55.0,9,1,955,104.0,1,0
30.0,0,1,518,127.0,1,0
45.0,7,0,1893,1259.0,6,1
39.0,9,2,14,114.0,2,0
36.0,0,1,-423,106.0,1,0
33.0,4,2,3696,305.0,1,0
36.0,4,2,2987,307.0,1,1
31.0,9,1,433,1504.0,2,0
36.0,9,3,756,396.0,3,0
38.0,9,2,0,71.0,1,0
33.0,11,1,2727,205.0,3,0
40.0,9,1,93,134.0,2,0
31.0,1,1,1766,166.0,2,1
39.0,7,1,124,81.0,5,0
33.0,0,2,69,77.0,2,0
53.0,7,1,0,80.0,2,1
38.0,4,2,0,537.0,5,0
59.0,9,1,259,415.0,1,1
55.0,1,0,4103,291.0,1,0
38.0,9,2,744,283.0,1,0
48.0,7,1,116,70.0,4,0
53.0,1,1,70,611.0,2,0
44.0,0,1,432,132.0,3,0
57.0,4,2,1172,26.0,1,0
29.0,1,1,9,262.0,3,0
31.0,7,1,428,272.0,1,0
35.0,9,2,7546,137.0,1,0
31.0,1,0,620,95.0,1,0
35.0,6,2,8647,140.0,2,0
40.0,4,1,192,71.0,11,0
39.0,1,1,0,502.0,1,0
43.0,9,2,27733,164.0,7,0
44.0,2,0,276,219.0,1,0
29.0,9,1,113,328.0,2,1
40.0,9,1,782,224.0,2,0
33.0,2,0,82,63.0,2,0
46.0,4,2,1008,24.0,13,0
27.0,11,2,6421,147.0,4,0
26.0,0,1,443,84.0,3,0
41.0,9,1,351,175.0,1,0
34.0,9,2,5060,12.0,21,0
39.0,9,2,-41,40.0,15,0
27.0,7,1,-124,217.0,1,0
31.0,1,1,79,235.0,11,0
44.0,10,1,3945,255.0,1,0
55.0,5,2,197,256.0,1,0
51.0,1,0,837,41.0,2,0
50.0,4,2,-94,75.0,1,0
30.0,7,1,1743,192.0,4,0
46.0,9,1,57,796.0,1,1
49.0,0,1,635,220.0,3,0
56.0,5,1,-113,614.0,2,0
47.0,0,1,225,1126.0,4,1
30.0,0,1,124,161.0,2,0
36.0,2,1,475,141.0,3,0
40.0,4,2,-7,697.0,1,0
37.0,9,1,375,223.0,2,0
42.0,0,1,936,931.0,1,1
45.0,9,1,1415,483.0,1,0
34.0,10,1,0,63.0,2,0
27.0,0,1,3638,271.0,5,0
